question,Doc,Topic,Probability
Are credit cards not viewed as credit until you miss one payment?,415,20,0.9364370703697205
Who buys variable annuities?,416,18,0.5814130902290344
Why does AAPL trade at such low multiples?,417,22,0.5856214165687561
Can the Standard Deduction still apply to a Traditional IRA early withdrawal?,418,18,0.9537314772605896
US tax - effectively connected income,419,18,0.9218131899833679
"My wife and I are selling a house worth $230k-$260k. Its a rental. Should we use an agent, limited service listing agent, or FSBO?",420,17,0.28545838594436646
Is it cheaper to use car Insurance or pay out of pocket?,421,27,0.9464452862739563
Limited Liability Partnership capital calculation ,422,17,0.5801700949668884
How does a “minimum number of items to be bought” factor into break even analysis? ,423,6,0.6445493698120117
FTB sent refund check for 2011 during audit; Does this really mean that whole audit is over for 2011?,424,28,0.4462937116622925
Where are the non floated Groupon shares,425,15,0.8984755277633667
I just “paid” online with a debit card with no funds. What now?,426,20,0.3759433627128601
Made more than $600. Company does not issue 1099-MISC's. Enter income as general income?,427,18,0.4302574694156647
Trying to understand Return on Capital (Joel Greenblatt's Magic Formula version),428,26,0.8984621167182922
My employer doesn't provide an electronic pay stub and I need one to get a car loan,429,27,0.765872061252594
In your 20s how much money should you have and how to properly use & manage it?,430,27,0.3698190748691559
Credit Card Points from Refund,431,20,0.9218302369117737
Can I open a bank account in the US remotely? Will I pay taxes for the money on it?,432,22,0.9464524388313293
What is the name of inverse of synergy? (finance),433,15,0.7481458783149719
My Boss owes money but I am named on letter from debt collection agency (UK),434,13,0.3629748523235321
Income Tax and Investments,435,18,0.6005036234855652
Record retention requirements for individuals in the U.S.?,436,1,0.9218045473098755
Are Investment Research websites worth their premiums?,437,26,0.6882240772247314
How do I claim HST compensation on my personal Ontario income taxes?,438,18,0.6090481877326965
"Legal requirements to sell design content, artwork and also freelance in India?",439,1,0.7175942063331604
Paying estimated taxes in a quarter with losses,440,22,0.9364383220672607
How do I receive payment from the USA to my current account in India,441,22,0.6146253943443298
Insider trading in another company?,442,25,0.33169832825660706
Is robinhood backed up by an insurance company,443,27,0.5831531286239624
Can a husband and wife who are both members of the same LLC file a joint tax return?,444,18,0.9537303447723389
I am a contractor with revenue below UK's VAT threshold.  Should I register for VAT?,445,32,0.8552697896957397
Was on debt..can I now enter UK on visitor visa,446,13,0.8552787899971008
What securities is Return of Capital applicable to?,447,18,0.6763373613357544
How to save money on currency conversion,448,22,0.9218342900276184
Buying a house 50/50,449,25,0.7481474280357361
What do I need as documentation in order to pay taxes in the Netherlands?,450,22,0.7407267093658447
Can you sell a security through a different broker from which it was purchased?,451,25,0.5676425695419312
Investment options for f1 visa students in USA,452,14,0.43707597255706787
"Are American Eagle $20 gold coins considered “securities”, requiring dealers to be licensed to sell them as such?",453,31,0.48777344822883606
Why UK bank charges are not taken account when looking on interest for taxation?,454,27,0.33585548400878906
How are days counted when funding a new account within 10 days,455,22,0.524064838886261
How do I evaluate reasonability of home improvement projects?,456,24,0.5649076700210571
Pay Yourself With Credit Card Make Money With Cash Back [duplicate],457,22,0.3099966049194336
Need your help and suggestion,458,26,0.6383517980575562
"Once stock prices are down, where to look for good stock market deals? ",459,25,0.6679256558418274
Corporate Coverdell ESA Tax Liability,460,18,0.8984957337379456
How to Transition From Employee to Employer?,461,8,0.5387746095657349
Where are all those unsold vehicles?,462,22,0.855239987373352
What are the options for a 19-year-old college student who only has about $1000?,463,27,0.5892493724822998
"Won an incentive trip in 2013, left employer in 2014, received an earning statement with no cash but a huge tangible bonus listed",464,22,0.43516436219215393
Accounting for reimbursements that exceed actual expenses,465,2,0.6912291049957275
What is the contribution limit for a SEP-IRA?,466,12,0.8552995324134827
Who maintains receipt for employee expense reimbursements?,467,18,0.8984944820404053
Dalbar: How can the average investor lose money?,468,22,0.671019971370697
What will my taxes be as self employed?,469,22,0.8553004860877991
Where do large corporations store their massive amounts of cash?,470,22,0.45330461859703064
Does renting a room on AirBnB make all interest taxable?,471,10,0.28995922207832336
Is it bad practice to invest in stocks that fluctuate by single points throughout the day?,472,25,0.9592687487602234
"Any reason to keep around my account with my old, 'big' bank?",473,27,0.539747953414917
BoA Closed my Accounts and Froze my Funds. How can I get money back besides cashier's check?,474,22,0.514369785785675
What are the advantages/disadvantages of a self-directed IRA?,475,27,0.8984452486038208
Why use accounting software like Quickbooks instead of Excel spreadsheets?,476,27,0.7376255989074707
Do shares purchased on FTSE AIM move with company to other markets?,477,25,0.6830917596817017
Contribute to both a SEP IRA and solo Roth 401(k)?,478,0,0.02857142873108387
How to protect myself against unauthorized recurring CC charges?,479,13,0.9218071699142456
"Employer no longer withholds, how do I self administer 401k",480,17,0.9218106865882874
How to move (or not move) an LLC from Illinois to New Mexico?,481,17,0.7481445670127869
Helping my family sell their oil stocks. What to buy? ,482,25,0.5886988639831543
Value investing,483,25,0.8553118109703064
Can you deduct hobby expenses up to hobby income in Canada?,484,18,0.8553143739700317
Is it acceptable to receive payment from U.S. in Indian saving bank account via PayPal?,485,22,0.48149555921554565
H&R Block says form 1120 not finalized? IRS won't take it yet?,486,18,0.5174853205680847
Can I locate the name of an account holder by the account number and sort code? (U.K.),487,6,0.725224494934082
Opening and funding an IRA in three days - is this feasible?,488,20,0.6721180081367493
How does one's personal credit history affect one's own company's credit rating?,489,20,0.8091743588447571
Simple income and expense report in gnucash,490,18,0.5387265086174011
Capital improvement and depreciation in restaurant LLC,491,17,0.8552519083023071
"US Expatriate, do I have to file for an extension, or do I automatically get it, as in without doing anything?",492,18,0.5619323253631592
Does the CRA reprieve those who have to commute for work?,493,22,0.7481465339660645
How do you report S-corporation Shareholder loans / capital contributions?,494,17,0.5108557343482971
Company is late in paying my corporate credit card statement - will it hurt my credit?,495,20,0.6877628564834595
How long do credit cards keep working after you disappear?,496,20,0.5991407036781311
"How to declare foreign gift of nearly $10,000",497,18,0.9218147993087769
Should I pay myself a dividend or a salary?,498,27,0.5929356217384338
Capital gains and flow through tax treatment,499,18,0.8984755873680115
Precedent and models for 100% equity available via initial offering?,500,29,0.7121309041976929
Can stock market gains be better protected under an LLC arrangement?,501,25,0.7472493648529053
Owned house for less than 2 years - 1031 exchange?,502,22,0.6764465570449829
California tells me I didn't file documents for an LLC that isn't mine. What do I do?,503,18,0.9218066930770874
How do I handle taxes on a very large “gift” from my employers?,504,22,0.5882416367530823
Online Return Policies,505,18,0.5923402309417725
How can I set up a recurring payment to an individual (avoiding fees)?,506,18,0.49442166090011597
How can a freelancer get a credit card? (India),507,20,0.8553187847137451
How to teach personal reconciliation and book balancing,508,0,0.5802661180496216
Determining the minimum dividend that should be paid from my S corporation,509,17,0.3631128966808319
Can expenses for attending stockholders meetings be deducted in U.S. income taxes?,510,18,0.8011631965637207
